State	County	Year	Population
West Virginia	Taylor County	2012	16996
West Virginia	Taylor County	2013	16994
West Virginia	Taylor County	2014	17053
West Virginia	Taylor County	2015	16912
West Virginia	Taylor County	2010	11414
West Virginia	Taylor County	2011	11451
West Virginia	Taylor County	2012	11499
West Virginia	Taylor County	2013	11502
West Virginia	Taylor County	2014	11543
West Virginia	Taylor County	2015	11451
West Virginia	Tucker County	2010	7115
West Virginia	Tucker County	2011	7050
West Virginia	Tucker County	2012	6945
West Virginia	Tucker County	2013	6954
West Virginia	Tucker County	2014	6947
West Virginia	Tucker County	2015	6966
West Virginia	Tucker County	2010	3902
West Virginia	Tucker County	2011	3867
West Virginia	Tucker County	2012	3801
West Virginia	Tucker County	2013	3809
West Virginia	Tucker County	2014	3808
West Virginia	Tucker County	2015	3820
West Virginia	Tyler County	2010	9184
West Virginia	Tyler County	2011	9101
West Virginia	Tyler County	2012	9029
West Virginia	Tyler County	2013	8981
West Virginia	Tyler County	2014	9079
West Virginia	Tyler County	2015	8975
West Virginia	Tyler County	2010	6015
West Virginia	Tyler County	2011	5963
West Virginia	Tyler County	2012	5918
West Virginia	Tyler County	2013	5888
West Virginia	Tyler County	2014	5954
West Virginia	Tyler County	2015	5881
West Virginia	Upshur County	2010	24245
West Virginia	Upshur County	2011	24256
West Virginia	Upshur County	2012	24484
West Virginia	Upshur County	2013	24638
West Virginia	Upshur County	2014	24665
West Virginia	Upshur County	2015	24758
West Virginia	Upshur County	2010	18615
West Virginia	Upshur County	2011	18636
West Virginia	Upshur County	2012	18833
West Virginia	Upshur County	2013	18967
West Virginia	Upshur County	2014	18998
West Virginia	Upshur County	2015	19101
West Virginia	Wayne County	2010	42442
West Virginia	Wayne County	2011	41944
West Virginia	Wayne County	2012	41695
West Virginia	Wayne County	2013	41626
West Virginia	Wayne County	2014	41258
West Virginia	Wayne County	2015	40971
West Virginia	Wayne County	2010	31728
West Virginia	Wayne County	2011	31386
West Virginia	Wayne County	2012	31197
West Virginia	Wayne County	2013	31154
West Virginia	Wayne County	2014	30875
West Virginia	Wayne County	2015	30659
West Virginia	Webster County	2010	9155
West Virginia	Webster County	2011	9160
West Virginia	Webster County	2012	9024
West Virginia	Webster County	2013	8868
West Virginia	Webster County	2014	8830
West Virginia	Webster County	2015	8755
West Virginia	Webster County	2010	7685
West Virginia	Webster County	2011	7691
West Virginia	Webster County	2012	7579
West Virginia	Webster County	2013	7451
West Virginia	Webster County	2014	7420
West Virginia	Webster County	2015	7358
West Virginia	Wetzel County	2010	16552
West Virginia	Wetzel County	2011	16406
West Virginia	Wetzel County	2012	16406
West Virginia	Wetzel County	2013	16181
West Virginia	Wetzel County	2014	15974
West Virginia	Wetzel County	2015	15816
West Virginia	Wetzel County	2010	8385
West Virginia	Wetzel County	2011	8301
West Virginia	Wetzel County	2012	8287
West Virginia	Wetzel County	2013	8159
West Virginia	Wetzel County	2014	8033
West Virginia	Wetzel County	2015	7936
West Virginia	Wirt County	2010	5745
West Virginia	Wirt County	2011	5798
West Virginia	Wirt County	2012	5816
West Virginia	Wirt County	2013	5874
West Virginia	Wirt County	2014	5837
West Virginia	Wirt County	2015	5880
West Virginia	Wirt County	2010	4919
West Virginia	Wirt County	2011	4967
West Virginia	Wirt County	2012	4983
West Virginia	Wirt County	2013	5035
West Virginia	Wirt County	2014	5004
West Virginia	Wirt County	2015	5041
West Virginia	Wood County	2010	87016
West Virginia	Wood County	2011	86831
West Virginia	Wood County	2012	86584
West Virginia	Wood County	2013	86487
West Virginia	Wood County	2014	86441
West Virginia	Wood County	2015	86452
West Virginia	Wood County	2010	41137
West Virginia	Wood County	2011	41061
West Virginia	Wood County	2012	41000
West Virginia	Wood County	2013	41002
West Virginia	Wood County	2014	41028
West Virginia	Wood County	2015	41094
West Virginia	Wyoming County	2010	23718
West Virginia	Wyoming County	2011	23459
West Virginia	Wyoming County	2012	23232
West Virginia	Wyoming County	2013	22947
West Virginia	Wyoming County	2014	22540
West Virginia	Wyoming County	2015	22151
West Virginia	Wyoming County	2010	20099
West Virginia	Wyoming County	2011	19878
West Virginia	Wyoming County	2012	19684
West Virginia	Wyoming County	2013	19440
West Virginia	Wyoming County	2014	19091
West Virginia	Wyoming County	2015	18757
Wisconsin	Adams County	2010	20864
Wisconsin	Adams County	2011	20904
Wisconsin	Adams County	2012	20522
Wisconsin	Adams County	2013	20487
Wisconsin	Adams County	2014	20194
Wisconsin	Adams County	2015	20148
Wisconsin	Adams County	2010	18112
Wisconsin	Adams County	2011	18186
Wisconsin	Adams County	2012	17832
Wisconsin	Adams County	2013	17822
Wisconsin	Adams County	2014	17574
Wisconsin	Adams County	2015	17525
Wisconsin	Ashland County	2010	16163
Wisconsin	Ashland County	2011	16082
Wisconsin	Ashland County	2012	15907
Wisconsin	Ashland County	2013	16057
Wisconsin	Ashland County	2014	16076
Wisconsin	Ashland County	2015	15843
Wisconsin	Ashland County	2010	6839
Wisconsin	Ashland County	2011	6821
Wisconsin	Ashland County	2012	6761
Wisconsin	Ashland County	2013	6806
Wisconsin	Ashland County	2014	6824
Wisconsin	Ashland County	2015	6739
Wisconsin	Barron County	2010	45840
Wisconsin	Barron County	2011	45910
Wisconsin	Barron County	2012	45802
Wisconsin	Barron County	2013	45654
Wisconsin	Barron County	2014	45503
Wisconsin	Barron County	2015	45563
Wisconsin	Barron County	2010	25030
Wisconsin	Barron County	2011	25100
Wisconsin	Barron County	2012	25073
Wisconsin	Barron County	2013	25013
Wisconsin	Barron County	2014	24964
Wisconsin	Barron County	2015	24960
Wisconsin	Bayfield County	2010	15011
Wisconsin	Bayfield County	2011	15106
Wisconsin	Bayfield County	2012	15094
Wisconsin	Bayfield County	2013	15110
Wisconsin	Bayfield County	2014	14964
Wisconsin	Bayfield County	2015	14977
Wisconsin	Bayfield County	2010	12317
Wisconsin	Bayfield County	2011	12406
Wisconsin	Bayfield County	2012	12412
Wisconsin	Bayfield County	2013	12444
Wisconsin	Bayfield County	2014	12327
Wisconsin	Bayfield County	2015	12351
Wisconsin	Brown County	2010	248507
Wisconsin	Brown County	2011	250563
Wisconsin	Brown County	2012	253039
Wisconsin	Brown County	2013	254677
Wisconsin	Brown County	2014	256588
Wisconsin	Brown County	2015	258718
Wisconsin	Brown County	2010	31757
Wisconsin	Brown County	2011	32152
Wisconsin	Brown County	2012	32787
Wisconsin	Brown County	2013	33164
Wisconsin	Brown County	2014	33567
Wisconsin	Brown County	2015	33963
Wisconsin	Buffalo County	2010	13555
Wisconsin	Buffalo County	2011	13480
Wisconsin	Buffalo County	2012	13344
Wisconsin	Buffalo County	2013	13376
Wisconsin	Buffalo County	2014	13205
Wisconsin	Buffalo County	2015	13192
Wisconsin	Buffalo County	2010	7305
Wisconsin	Buffalo County	2011	7288
Wisconsin	Buffalo County	2012	7220
Wisconsin	Buffalo County	2013	7248
Wisconsin	Buffalo County	2014	7176
Wisconsin	Buffalo County	2015	7192
Wisconsin	Burnett County	2010	15433
Wisconsin	Burnett County	2011	15510
Wisconsin	Burnett County	2012	15363
Wisconsin	Burnett County	2013	15317
Wisconsin	Burnett County	2014	15320
Wisconsin	Burnett County	2015	15159
Wisconsin	Burnett County	2010	12637
Wisconsin	Burnett County	2011	12711
Wisconsin	Burnett County	2012	12605
Wisconsin	Burnett County	2013	12577
Wisconsin	Burnett County	2014	12588
Wisconsin	Burnett County	2015	12465
Wisconsin	Calumet County	2010	49008
Wisconsin	Calumet County	2011	49706
Wisconsin	Calumet County	2012	49728
Wisconsin	Calumet County	2013	49689
Wisconsin	Calumet County	2014	49504
Wisconsin	Calumet County	2015	49762
Wisconsin	Calumet County	2010	12948
Wisconsin	Calumet County	2011	13175
Wisconsin	Calumet County	2012	13235
Wisconsin	Calumet County	2013	13265
Wisconsin	Calumet County	2014	13285
Wisconsin	Calumet County	2015	13553
Wisconsin	Chippewa County	2010	62616
Wisconsin	Chippewa County	2011	62915
Wisconsin	Chippewa County	2012	63028
Wisconsin	Chippewa County	2013	63162
Wisconsin	Chippewa County	2014	63408
Wisconsin	Chippewa County	2015	63531
Wisconsin	Chippewa County	2010	29278
Wisconsin	Chippewa County	2011	29472
Wisconsin	Chippewa County	2012	29582
Wisconsin	Chippewa County	2013	29664
Wisconsin	Chippewa County	2014	29769
Wisconsin	Chippewa County	2015	29926
Wisconsin	Clark County	2010	34682
Wisconsin	Clark County	2011	34736
Wisconsin	Clark County	2012	34463
Wisconsin	Clark County	2013	34552
Wisconsin	Clark County	2014	34393
Wisconsin	Clark County	2015	34445
Wisconsin	Clark County	2010	22338
Wisconsin	Clark County	2011	22387
Wisconsin	Clark County	2012	22223
Wisconsin	Clark County	2013	22286
Wisconsin	Clark County	2014	22198
Wisconsin	Clark County	2015	22246
Wisconsin	Columbia County	2010	56867
Wisconsin	Columbia County	2011	56691
Wisconsin	Columbia County	2012	56440
Wisconsin	Columbia County	2013	56592
Wisconsin	Columbia County	2014	56571
Wisconsin	Columbia County	2015	56743
Wisconsin	Columbia County	2010	25142
Wisconsin	Columbia County	2011	25073
Wisconsin	Columbia County	2012	24988
Wisconsin	Columbia County	2013	25123
Wisconsin	Columbia County	2014	25160
Wisconsin	Columbia County	2015	25163
Wisconsin	Crawford County	2010	16633
Wisconsin	Crawford County	2011	16681
Wisconsin	Crawford County	2012	16541
Wisconsin	Crawford County	2013	16418
Wisconsin	Crawford County	2014	16386
Wisconsin	Crawford County	2015	16391
Wisconsin	Crawford County	2010	7649
Wisconsin	Crawford County	2011	7665
Wisconsin	Crawford County	2012	7602
Wisconsin	Crawford County	2013	7539
Wisconsin	Crawford County	2014	7542
Wisconsin	Crawford County	2015	7541
Wisconsin	Dane County	2010	489187
Wisconsin	Dane County	2011	496500
Wisconsin	Dane County	2012	503594
Wisconsin	Dane County	2013	510322
Wisconsin	Dane County	2014	516929
Wisconsin	Dane County	2015	523643
Wisconsin	Dane County	2010	78389
Wisconsin	Dane County	2011	79601
Wisconsin	Dane County	2012	80716
Wisconsin	Dane County	2013	81517
Wisconsin	Dane County	2014	82197
Wisconsin	Dane County	2015	82701
Wisconsin	Dodge County	2010	88661
Wisconsin	Dodge County	2011	88725
Wisconsin	Dodge County	2012	88560
Wisconsin	Dodge County	2013	88376
Wisconsin	Dodge County	2014	88570
Wisconsin	Dodge County	2015	88502
Wisconsin	Dodge County	2010	33188
Wisconsin	Dodge County	2011	33188
Wisconsin	Dodge County	2012	33142
Wisconsin	Dodge County	2013	33261
Wisconsin	Dodge County	2014	33241
Wisconsin	Dodge County	2015	33231
Wisconsin	Door County	2010	27715
Wisconsin	Door County	2011	27872
Wisconsin	Door County	2012	27689
Wisconsin	Door County	2013	27825
Wisconsin	Door County	2014	27713
Wisconsin	Door County	2015	27554
Wisconsin	Door County	2010	16810
Wisconsin	Door County	2011	16924
Wisconsin	Door County	2012	16826
Wisconsin	Door County	2013	16916
Wisconsin	Door County	2014	16860
Wisconsin	Door County	2015	16789
Wisconsin	Douglas County	2010	44172
Wisconsin	Douglas County	2011	44012
Wisconsin	Douglas County	2012	43819
Wisconsin	Douglas County	2013	43832
Wisconsin	Douglas County	2014	43733
Wisconsin	Douglas County	2015	43601
Wisconsin	Douglas County	2010	13603
Wisconsin	Douglas County	2011	13611
Wisconsin	Douglas County	2012	13627
Wisconsin	Douglas County	2013	13660
Wisconsin	Douglas County	2014	13674
Wisconsin	Douglas County	2015	13702
Wisconsin	Dunn County	2010	43883
Wisconsin	Dunn County	2011	43880
Wisconsin	Dunn County	2012	43934
Wisconsin	Dunn County	2013	44186
Wisconsin	Dunn County	2014	44300
Wisconsin	Dunn County	2015	44497
Wisconsin	Dunn County	2010	23124
Wisconsin	Dunn County	2011	23262
Wisconsin	Dunn County	2012	23314
Wisconsin	Dunn County	2013	23499
Wisconsin	Dunn County	2014	23583
Wisconsin	Dunn County	2015	23710
Wisconsin	Eau Claire County	2010	99036
Wisconsin	Eau Claire County	2011	99935
Wisconsin	Eau Claire County	2012	100897
Wisconsin	Eau Claire County	2013	101789
Wisconsin	Eau Claire County	2014	101677
Wisconsin	Eau Claire County	2015	102105
Wisconsin	Eau Claire County	2010	24592
Wisconsin	Eau Claire County	2011	24877
Wisconsin	Eau Claire County	2012	25142
Wisconsin	Eau Claire County	2013	25341
Wisconsin	Eau Claire County	2014	25354
Wisconsin	Eau Claire County	2015	25589
Wisconsin	Florence County	2010	4398
Wisconsin	Florence County	2011	4493
Wisconsin	Florence County	2012	4466
Wisconsin	Florence County	2013	4501
Wisconsin	Florence County	2014	4461
Wisconsin	Florence County	2015	4464
Wisconsin	Fond du Lac County	2010	101712
Wisconsin	Fond du Lac County	2011	101898
Wisconsin	Fond du Lac County	2012	101856
Wisconsin	Fond du Lac County	2013	101865
Wisconsin	Fond du Lac County	2014	102010
Wisconsin	Fond du Lac County	2015	101973
Wisconsin	Fond du Lac County	2010	34884
Wisconsin	Fond du Lac County	2011	35086
Wisconsin	Fond du Lac County	2012	35217
Wisconsin	Fond du Lac County	2013	35182
Wisconsin	Fond du Lac County	2014	35223
Wisconsin	Fond du Lac County	2015	35464
Wisconsin	Forest County	2010	9290
Wisconsin	Forest County	2011	9258
Wisconsin	Forest County	2012	9182
Wisconsin	Forest County	2013	9120
